season,driver_id,race_pace_norm,avg_gap_pct,races,tyre_management_norm,avg_deg_advantage,stint_comparisons,quali_h2h_norm,median_gap_pct,win_rate,quali_sessions,launch_norm,avg_lap1_gain,starts,driver
2019,grosjean,41.44806779415954,2.980726647488384,17.0,52.82060395643984,0.003238737916583969,30,46.98995223719395,0.04677998120623528,0.35,20.0,29.656621602741755,-1.75,20.0,Romain Grosjean
2019,hamilton,66.28558174074952,0.22425676354634708,19.0,50.81454372347701,0.0009265837445606208,37,55.54728687216484,-0.12241644365996729,0.6666666666666666,21.0,50.753246206127685,0.09523809523809523,21.0,Lewis Hamilton
2019,hulkenberg,48.450296414362704,2.2036185861271558,19.0,58.93162532576402,0.010282207161541847,31,45.48647903832068,0.10181965054686382,0.35,20.0,51.950990054577986,0.2,20.0,Nico Hulkenberg
2019,kevin_magnussen,44.13526053185837,2.682501717660754,18.0,47.20064710575767,-0.003238737916583969,30,53.27343224818077,-0.04675719682483148,0.65,20.0,57.667494785818036,0.7,20.0,Kevin Magnussen
2019,kubica,27.20857390772847,4.5610271616593225,19.0,52.80525816153613,0.003221050589390796,35,29.35584563711591,0.5330964015992867,0.0,19.0,63.002899201642094,1.1666666666666667,18.0,Robert Kubica
2019,kvyat,48.52683145975599,2.1951247188203715,19.0,40.885607098378586,-0.010517355906030167,31,45.42535319096726,0.10405736680879629,0.35,20.0,43.1312398978076,-0.5714285714285714,21.0,Daniil Kvyat
2019,leclerc,62.49742780535089,0.6446664817297749,19.0,41.65165978388051,-0.009634415362337244,35,52.98192105642504,-0.08158233441357132,0.55,20.0,52.386533272196274,0.23809523809523808,21.0,Charles Leclerc
2019,max_verstappen,61.66189696171062,0.737393781754715,18.0,45.84510159426035,-0.004801118825330153,29,70.53985738903697,-0.5675048598482557,0.8947368421052632,19.0,35.94477680710582,-1.2,20.0,Max Verstappen
2019,norris,49.15499225007568,2.1254113689048837,18.0,42.10551006135221,-0.009111314512578465,28,49.300231159694206,0.030449808460336625,0.5,20.0,46.39781402994478,-0.2857142857142857,21.0,Lando Norris
2019,perez,49.85300839789787,2.047945464140238,19.0,52.44562283925601,0.002806540447993491,34,62.2765358911448,-0.2821024052941934,0.8571428571428571,21.0,65.09895093643011,1.35,20.0,Sergio Perez
2019,raikkonen,47.435530064337435,2.3162374613131917,19.0,74.31258604136772,0.028010065928666544,31,50.52690819694093,-0.0024839474893401103,0.5263157894736842,19.0,44.24875210090717,-0.47368421052631576,19.0,Kimi Räikkönen
2019,ricciardo,47.72445391699486,2.284172662061733,19.0,41.08962573643349,-0.010282207161541847,31,54.7731383624716,-0.10165895942395586,0.65,20.0,38.7758077216247,-0.9523809523809523,21.0,Daniel Ricciardo
2019,russell,33.411449400956016,3.872631393560669,19.0,47.21599290066138,-0.003221050589390796,35,70.83094256029202,-0.5302695536897994,1.0,19.0,49.09273768895795,-0.05,20.0,George Russell
2019,sainz,50.045579855741735,2.026573863697662,17.0,57.91574100084529,0.009111314512578465,28,50.962718006023564,-0.030411087745652043,0.5,20.0,48.03110109601337,-0.14285714285714285,21.0,Carlos Sainz
2019,stroll,47.72760280989781,2.2838231975994923,19.0,47.57562822294149,-0.002806540447993491,34,37.96567078332134,0.28290047433690013,0.14285714285714285,21.0,71.44154904299646,1.9047619047619047,21.0,Lance Stroll
2019,vettel,63.57978295944866,0.5245465940302433,18.0,58.36959127831699,0.009634415362337244,35,47.27972923936388,0.0816686046099857,0.45,20.0,51.842104250173406,0.19047619047619047,21.0,Sebastian Vettel
2020,albon,54.25727468933955,1.4102243963137946,17.0,53.21504835937375,0.01740488600629109,23,33.036813902226925,0.6159711391527711,0.0,17.0,41.807856461361986,-0.7058823529411765,17.0,Alexander Albon
2020,bottas,66.38324527957762,0.46387287641411756,17.0,56.20031589916594,0.03337193677846724,32,46.71999976646589,0.08746688300986794,0.35294117647058826,17.0,37.37095462881855,-1.2352941176470589,17.0,Valtteri Bottas
2020,gasly,45.399238517042235,2.1015353254140523,15.0,46.80328279838025,-0.016889188105002995,28,57.57732528722277,-0.25971939595159643,0.7647058823529411,17.0,51.914132857710925,0.5,16.0,Pierre Gasly
2020,giovinazzi,41.77387691578943,2.384470735491124,14.0,38.09816675482031,-0.06344951410341677,29,51.49586492621294,-0.06780197303740687,0.5294117647058824,17.0,71.38720201165157,2.823529411764706,17.0,Antonio Giovinazzi
2020,grosjean,36.62193041237863,2.786545964658319,14.0,56.48885225141865,0.03491520702966831,20,49.8833549033362,0.001154635418443295,0.5,14.0,44.93012071389255,-0.3333333333333333,12.0,Romain Grosjean
2020,hamilton,69.91556224041506,0.18819898294887838,16.0,43.02081371137414,-0.03712016410677795,30,53.940284003465834,-0.11014127107007443,0.6875,16.0,45.62852192827439,-0.25,16.0,Lewis Hamilton
2020,hulkenberg,,,,39.49742731787,-0.05596540617811053,4,46.74993500788584,0.07514363995790863,0.3333333333333333,3.0,,,,Nico Hulkenberg
2020,kevin_magnussen,36.77855438182911,2.7743225034154304,15.0,42.67809038537953,-0.038953259691686885,24,53.03495157055544,-0.13087043889308814,0.5625,16.0,69.1995629136614,2.5625,16.0,Kevin Magnussen
2020,kvyat,48.79517359443476,1.8365051327333737,16.0,53.11863129231357,0.016889188105002995,28,42.22033676581232,0.2603956940753216,0.23529411764705882,17.0,44.27280192388612,-0.4117647058823529,17.0,Daniil Kvyat
2020,latifi,34.4613827670819,2.955162367999116,16.0,53.43193523620877,0.018564930701810926,28,30.78714741871199,0.7668903905101665,0.058823529411764705,17.0,60.29494743029298,1.5,16.0,Nicholas Latifi
2020,leclerc,51.237819321030585,1.6458728465391987,15.0,24.50023409026208,-0.13617963907799382,26,60.68660173498751,-0.4237580100599492,0.7647058823529411,17.0,53.48553559007006,0.6875,16.0,Charles Leclerc
2020,max_verstappen,66.76312498861064,0.4342257865298769,14.0,46.706865731320065,-0.01740488600629109,23,66.70218994967784,-0.612200162835852,1.0,17.0,48.28244654292537,0.06666666666666667,15.0,Max Verstappen
2020,norris,52.905215665295266,1.5157436290116253,17.0,52.28013578255726,0.012404397312197625,28,49.477515442308736,0.006449948400422123,0.47058823529411764,17.0,47.723725571419905,0.0,17.0,Lando Norris
2020,ocon,45.62679853475155,2.083775776434033,16.0,51.193671378619285,0.006593316037704095,25,41.52656909967742,0.23253380460184214,0.11764705882352941,17.0,43.286823738876464,-0.5294117647058824,17.0,Esteban Ocon
2020,perez,55.75917495676803,1.2930110491230224,14.0,47.16670924907549,-0.014945359448826148,24,59.63940211621439,-0.3491709866758175,0.8,15.0,29.844654483244867,-2.1333333333333333,15.0,Sergio Perez
2020,pietro_fittipaldi,,,,61.01868097479254,0.05914352300177974,4,,,,,,,,Pietro Fittipaldi
2020,raikkonen,42.3088575575602,2.3427190472704504,17.0,61.82374733587351,0.06344951410341677,29,48.31374409477512,0.06784797530332565,0.47058823529411764,17.0,57.0905183290116,1.1176470588235294,17.0,Kimi Räikkönen
2020,ricciardo,55.04248152797032,1.3489442142744237,16.0,48.72824271207454,-0.006593316037704095,25,58.27368655725527,-0.2319943393381263,0.8823529411764706,17.0,54.625572866487474,0.8235294117647058,17.0,Daniel Ricciardo
2020,russell,41.974272413479014,2.368831196997417,15.0,46.46656396768753,-0.01869016794816735,28,68.91270633868217,-0.7610539409702577,0.9411764705882353,17.0,46.152322839060766,-0.1875,16.0,George Russell
2020,sainz,55.577697293574545,1.307174176199155,14.0,47.641778308136566,-0.012404397312197625,28,50.33295764553418,-0.006449532408914216,0.5294117647058824,17.0,57.22198208701289,1.1333333333333333,15.0,Carlos Sainz
2020,stroll,51.03912889655444,1.6613793153858152,14.0,54.49912646286449,0.024272927145177908,24,41.598915907324155,0.30123844123446375,0.25,16.0,52.193493343463665,0.5333333333333333,15.0,Lance Stroll
2020,vettel,47.37919004651705,1.9470132502282016,15.0,75.42168000043173,0.13617963907799382,26,39.089697561667016,0.42556136041240755,0.23529411764705882,17.0,43.286823738876464,-0.5294117647058824,17.0,Sebastian Vettel
2021,alonso,48.23215516813733,2.0936609321301023,18.0,54.86442711505536,0.02713599946060667,27,50.024533110427086,-0.004516689226241599,0.5,22.0,47.79158767786356,0.13636363636363635,22.0,Fernando Alonso
2021,bottas,60.30968649309554,0.882824989954282,18.0,54.15879051950814,0.022989009868607795,32,43.69685894176989,0.22505019974710105,0.22727272727272727,22.0,33.36797627467072,-1.1428571428571428,21.0,Valtteri Bottas
2021,gasly,52.40151267073917,1.6756609465288896,16.0,25.54811439429833,-0.14515444649406017,24,64.67900525407478,-0.6411200010384477,0.95,20.0,28.535700373093423,-1.5714285714285714,21.0,Pierre Gasly
2021,giovinazzi,45.974982856249696,2.3199543102536406,18.0,36.81230050890727,-0.07895541022752982,28,59.59587515634412,-0.46631270828845217,0.7142857142857143,21.0,51.62324079174051,0.47619047619047616,21.0,Antonio Giovinazzi
2021,hamilton,66.23226445073188,0.2890554464528782,18.0,46.33533868833688,-0.022989009868607795,32,56.19630525034917,-0.2245448607659739,0.7727272727272727,22.0,48.81661589941026,0.22727272727272727,22.0,Lewis Hamilton
2021,kubica,,,,42.51919145190599,-0.04541630880814405,3,,,,,,,,Robert Kubica
2021,latifi,40.73361110917274,2.845429353696561,18.0,41.35156438129855,-0.05227839240712479,29,39.4598699230971,0.43175773193733225,0.13636363636363635,22.0,45.690279823692826,-0.05,20.0,Nicholas Latifi
2021,leclerc,55.24501771682357,1.390584632593582,17.0,45.80298128100979,-0.02611764667874502,32,51.65561280004046,-0.07804844289462376,0.5454545454545454,22.0,54.71052817330378,0.75,20.0,Charles Leclerc
2021,max_verstappen,67.24657272178655,0.187365715497577,17.0,48.267505456675366,-0.011633766207964094,31,62.55190754949601,-0.5095998005236302,0.9523809523809523,21.0,47.86480397940261,0.14285714285714285,21.0,Max Verstappen
2021,mazepin,26.200105986043404,4.3024895670297125,15.0,48.66258363242367,-0.009311912305838237,28,34.09283208180318,0.6813419204599436,0.0,20.0,54.71052817330378,0.75,20.0,Nikita Mazepin
2021,mick_schumacher,35.14840292387126,3.4053758057767447,16.0,51.83154557542135,0.009311912305838237,28,65.73323025325013,-0.6767310181387265,1.0,20.0,56.455516693317804,0.9047619047619048,21.0,Mick Schumacher
2021,norris,55.479757498112726,1.3670507367504772,18.0,50.845298413969516,0.0035157890045694694,28,58.85276179659985,-0.41334193611978765,0.7272727272727273,22.0,33.441192576209765,-1.1363636363636365,22.0,Lando Norris
2021,ocon,47.33756761921528,2.183348031961453,16.0,45.62970209278966,-0.02713599946060667,27,49.876658361686616,0.004530886711323623,0.5,22.0,53.770918970219306,0.6666666666666666,21.0,Esteban Ocon
2021,perez,61.85429853302595,0.7279695212046098,17.0,52.226623751169654,0.011633766207964094,31,37.306854175192086,0.5122100217728409,0.047619047619047616,21.0,53.549834451846486,0.6470588235294118,17.0,Sergio Perez
2021,raikkonen,45.249126379592056,2.3927252339756055,15.0,66.22134516858156,0.09388001651181069,25,41.54867032951611,0.40763135946622064,0.3157894736842105,19.0,73.18950916729844,2.388888888888889,18.0,Kimi Räikkönen
2021,ricciardo,51.590469053466464,1.7569723284697254,18.0,49.648830793875504,-0.0035157890045694694,28,41.02024139290368,0.4150808068816625,0.2727272727272727,22.0,49.329130010183604,0.2727272727272727,22.0,Daniel Ricciardo
2021,russell,41.724255384140776,2.7461120626237387,17.0,59.14256482654647,0.05227839240712479,29,60.41120253400773,-0.42990073114892446,0.8636363636363636,22.0,47.27907356709021,0.09090909090909091,22.0,George Russell
2021,sainz,54.86767644801641,1.4284150764520682,18.0,54.69114792683523,0.02611764667874502,32,48.24415025382883,0.07815003679219057,0.45454545454545453,22.0,51.89170056405035,0.5,22.0,Carlos Sainz
2021,stroll,47.48103496225923,2.1689646773824345,18.0,51.033803753145676,0.004623625084121909,29,46.87213101458235,0.1305785617182642,0.4,20.0,61.287792594895095,1.3333333333333333,21.0,Lance Stroll
2021,tsunoda,47.81482867481256,2.1355001047344904,15.0,74.9460148135467,0.14515444649406017,24,35.154790931932375,0.6452577150405592,0.05,20.0,48.6277949112306,0.21052631578947367,19.0,Yuki Tsunoda
2021,vettel,48.876673350707385,2.0290445995498714,18.0,49.460325454699344,-0.004623625084121909,29,53.026508889098224,-0.13040824894402503,0.6,20.0,58.0662753271769,1.0476190476190477,21.0,Sebastian Vettel
2022,albon,41.43886110670041,2.45472272770879,15.0,45.73134155233933,-0.008639941972735541,27,67.62203985723357,-0.5401992376765918,0.95,20.0,55.56356430036497,0.7894736842105263,19.0,Alexander Albon
2022,alonso,48.7557204495392,1.8540138149889043,16.0,40.7950960955626,-0.019988281633405748,29,54.757036326539364,-0.17541565884378052,0.5714285714285714,21.0,55.38323319246127,0.7727272727272727,22.0,Fernando Alonso
2022,bottas,44.39921969958103,2.2116794070344934,16.0,41.980695315138476,-0.017262610318438728,27,59.29805011446612,-0.34121466580875337,0.6363636363636364,22.0,29.115001807821862,-1.6666666666666667,21.0,Valtteri Bottas
2022,gasly,45.206514968413885,2.1454010435370288,17.0,52.74384671915226,0.007481681476103685,31,55.420218939012635,-0.20474305232106582,0.5714285714285714,21.0,50.831160797234936,0.35,20.0,Pierre Gasly
2022,hamilton,62.10927513848293,0.7576965370037978,16.0,51.32734839750751,0.004225177271936645,30,51.765499296278534,-0.032618930348299324,0.5909090909090909,22.0,47.06224064204754,0.0,21.0,Lewis Hamilton
2022,hulkenberg,,,,57.4478340912406,0.018296063970936017,3,,,,,,,,Nico Hulkenberg
2022,kevin_magnussen,41.80892196110676,2.4243409965486573,16.0,35.329761772447576,-0.03255298709647804,27,58.7645172364652,-0.26860021675025325,0.7272727272727273,22.0,56.80502743777005,0.9047619047619048,21.0,Kevin Magnussen
2022,latifi,34.077500436859346,3.059085167509839,17.0,55.90509188260567,0.014749327337649987,28,33.82980591706991,0.46758131384365687,0.047619047619047616,21.0,53.42535259236392,0.5909090909090909,22.0,Nicholas Latifi
2022,leclerc,64.78803441998942,0.5377723181506657,17.0,58.36033719458308,0.020393892218907302,24,53.08860718875384,-0.09112967089804358,0.5909090909090909,22.0,48.53065109212055,0.13636363636363635,22.0,Charles Leclerc
2022,max_verstappen,68.08054823409027,0.26745929165802124,17.0,35.929338931201244,-0.031174569975632668,31,63.843616117286636,-0.4441886863723543,0.8181818181818182,22.0,52.446412292315244,0.5,22.0,Max Verstappen
2022,mick_schumacher,43.50960519123959,2.2847161211499087,16.0,63.64924100277075,0.03255298709647804,27,41.05732536526192,0.2693484866023055,0.2727272727272727,22.0,53.728357923331366,0.6190476190476191,21.0,Mick Schumacher
2022,norris,47.34529844567597,1.9698084515560415,17.0,33.52455049503317,-0.03670313540550238,32,64.32058205699838,-0.41626071714309654,0.9090909090909091,22.0,43.14647944185285,-0.36363636363636365,22.0,Lando Norris
2022,ocon,47.82430232153852,1.930482576344347,17.0,58.18390667965572,0.019988281633405748,29,45.074756540307064,0.1757239060913962,0.42857142857142855,21.0,58.343362194989396,1.0476190476190477,21.0,Esteban Ocon
2022,perez,63.101189964126576,0.6762610400912722,16.0,63.049663844017076,0.031174569975632668,31,35.95031957437834,0.44617106115528715,0.18181818181818182,22.0,41.67806899177984,-0.5,22.0,Sergio Perez
2022,ricciardo,43.357269399645666,2.297222780557852,16.0,65.45445228018515,0.03670313540550238,32,35.47883509221906,0.418000689819209,0.09090909090909091,22.0,48.08779714686044,0.09523809523809523,21.0,Daniel Ricciardo
2022,russell,61.51382741917095,0.8065823683816433,16.0,47.65165437771081,-0.004225177271936645,30,48.07299814203362,0.032630686702195266,0.4090909090909091,22.0,50.292743632208165,0.3,20.0,George Russell
2022,sainz,64.93079337966992,0.5260519097852062,13.0,40.61866558063524,-0.020393892218907302,24,46.74825523420969,0.09121373122609189,0.4090909090909091,22.0,33.601811516378284,-1.25,20.0,Carlos Sainz
2022,stroll,43.76484972752951,2.2637607274914977,17.0,40.62370371128216,-0.020382309647024133,29,44.73467928204597,0.1650854907005339,0.38095238095238093,21.0,71.67559675755705,2.2857142857142856,21.0,Lance Stroll
2022,tsunoda,45.04175332504864,2.158927856477713,16.0,46.23515605606607,-0.007481681476103685,31,44.40904556046297,0.20516310953375694,0.42857142857142855,21.0,51.02952501592901,0.3684210526315789,19.0,Yuki Tsunoda
2022,vettel,46.50361191480276,2.0389103130407333,14.0,58.46000656078565,0.020623030301957376,26,55.250732570963045,-0.164813407677733,0.631578947368421,19.0,63.498133048127904,1.5263157894736843,19.0,Sebastian Vettel
2022,zhou,42.442902496788726,2.3722916485387326,16.0,56.99830746007984,0.017262610318438728,27,40.51307958801407,0.34243668362341495,0.36363636363636365,22.0,35.755480176485364,-1.05,20.0,Guanyu Zhou
2023,albon,42.16451436035879,1.7153088910211376,17.0,61.157402254923696,0.03059079660378541,31,66.86394601149742,-0.582811290209051,1.0,19.0,50.76601576270943,0.23809523809523808,21.0,Alexander Albon
2023,alonso,55.095706575570105,0.994718715333609,19.0,47.767303831876845,-0.0007182757464502313,31,64.18855321406633,-0.5144074139469212,0.8636363636363636,22.0,49.22053225316494,0.13636363636363635,22.0,Fernando Alonso
2023,bottas,38.375893202266916,1.926429655486419,18.0,50.2246740472451,0.005027610462410961,32,58.01865157686473,-0.2658777700441983,0.7272727272727273,22.0,36.1003637359681,-0.7272727272727273,22.0,Valtteri Bottas
2023,de_vries,35.31335200731202,2.0970896426704995,8.0,54.196356996749834,0.014314301634464784,14,41.42624696676671,0.32064965086222585,0.2,10.0,41.07221706880059,-0.4,10.0,Nyck De Vries
2023,gasly,51.594362537101574,1.1898309736491728,18.0,41.130311372810354,-0.016237062130516077,30,54.429802886558676,-0.12722271814208375,0.6363636363636364,22.0,42.31518040200871,-0.3181818181818182,22.0,Pierre Gasly
2023,hamilton,60.162200848560175,0.7123885219892429,18.0,49.209702916315464,0.002654378872344311,35,50.179024705283815,0.02238498807323186,0.5,22.0,48.595762323774615,0.09523809523809523,21.0,Lewis Hamilton
2023,hulkenberg,44.28131678034147,1.597350159735959,18.0,48.15969537270434,0.0001992242414694375,31,58.73206961699845,-0.32581791960460404,0.6818181818181818,22.0,50.60160262339619,0.22727272727272727,22.0,Nico Hulkenberg
2023,kevin_magnussen,37.5991075421789,1.9697160057284282,18.0,47.98928903350071,-0.0001992242414694375,31,42.47375619370111,0.32688894351966535,0.3181818181818182,22.0,66.89823299212489,1.3,20.0,Kevin Magnussen
2023,lawson,,,,81.8537382262524,0.0789835014098842,4,39.13122192291994,0.3370138796505717,0.0,5.0,50.18728151232681,0.2,5.0,Liam Lawson
2023,leclerc,58.61688973803075,0.7985009226168053,17.0,51.02885610609259,0.00690796962540869,27,55.43121878041866,-0.155674326307792,0.6818181818181818,22.0,45.6297492905637,-0.1,20.0,Charles Leclerc
2023,max_verstappen,70.83160845294881,0.11783620444776088,19.0,41.80955876607266,-0.014648828414268343,34,66.73070789040074,-0.6002134092121691,0.9523809523809523,21.0,51.98267299362743,0.3181818181818182,22.0,Max Verstappen
2023,norris,58.00917850593817,0.8323656070335868,18.0,49.33825747678347,0.0029549684503654776,32,57.025259685166596,-0.21467301273363493,0.7272727272727273,22.0,48.52999706804932,0.09090909090909091,22.0,Lando Norris
2023,ocon,47.71190202697769,1.406180932301794,16.0,55.018673033394705,0.016237062130516077,30,46.793309975000994,0.12740267454259824,0.36363636363636365,22.0,50.60160262339619,0.22727272727272727,22.0,Esteban Ocon
2023,perez,66.66259886424487,0.3501540991917044,17.0,54.33942564013239,0.014648828414268343,34,34.42558309609979,0.603837724202716,0.047619047619047616,21.0,36.79089892108372,-0.6818181818181818,22.0,Sergio Perez
2023,piastri,48.895295503834944,1.340236377522619,18.0,46.810726929421584,-0.0029549684503654776,32,44.191688874727895,0.2151707103734246,0.2727272727272727,22.0,58.00019389249215,0.7142857142857143,21.0,Oscar Piastri
2023,ricciardo,47.69811710026009,1.4069490967989224,6.0,64.30587286627646,0.037952631524562935,11,49.7427090581419,0.008470149780492875,0.42857142857142855,7.0,36.297659503144,-0.7142857142857143,7.0,Daniel Ricciardo
2023,russell,56.96698224058771,0.8904419527758113,19.0,46.93928148988959,-0.002654378872344311,35,51.0473478846544,-0.02237305559350533,0.5,22.0,38.17196929131497,-0.5909090909090909,22.0,George Russell
2023,sainz,58.758157288689915,0.7906287939333654,18.0,45.12012830011246,-0.00690796962540869,27,45.79067504996413,0.1559171181271246,0.3181818181818182,22.0,47.14892669781807,0.0,21.0,Carlos Sainz
2023,sargeant,37.677186506311735,1.9653650585345726,18.0,34.991582151281364,-0.03059079660378541,31,34.29637467985026,0.5862278925532038,0.0,19.0,65.10284151082428,1.1818181818181819,22.0,Logan Sargeant
2023,stroll,49.31407112967415,1.3169001223053967,18.0,48.381680574328215,0.0007182757464502313,31,36.98619325865501,0.5170804339844071,0.13636363636363635,22.0,67.65782169575208,1.35,20.0,Lance Stroll
2023,tsunoda,43.94064348533397,1.6163341656509533,17.0,34.303172254875804,-0.032200454320421935,29,58.90321234475506,-0.2883060369527679,0.7727272727272727,22.0,68.41741039937926,1.4,20.0,Yuki Tsunoda
2023,zhou,40.33091530347732,1.8174861260779682,19.0,45.92431035895996,-0.005027610462410961,32,43.19244632750744,0.2666770419152975,0.2727272727272727,22.0,49.91106743828056,0.18181818181818182,22.0,Guanyu Zhou
2024,albon,43.203649598736455,2.0544149310035387,19.0,60.99346035676162,0.02708752283838479,28,61.0832322010337,-0.2776025236592927,0.9047619047619048,21.0,44.431721481146795,-0.14285714285714285,21.0,Alexander Albon
2024,alonso,48.658201453370346,1.6281012322432573,20.0,52.66472126838191,0.007179329429312818,37,60.72489433778731,-0.32663831626505435,0.75,24.0,51.46659824098692,0.3333333333333333,24.0,Fernando Alonso
2024,bearman,,,,51.0495231910955,0.003318519842728134,3,57.21064337101508,-0.2161041176071521,0.6666666666666666,3.0,,,,Oliver Bearman
2024,bottas,39.19136778914614,2.3680045244844217,21.0,43.995052302178735,-0.01354378900918055,35,66.69782502564445,-0.523605709692132,0.8695652173913043,23.0,39.1555639112667,-0.5,24.0,Valtteri Bottas
2024,colapinto,46.208753324347704,1.8195437777785,7.0,39.049977171668246,-0.02536400706090809,10,44.891575634469994,0.10856467949560411,0.2222222222222222,9.0,65.00873600367916,1.25,8.0,Franco Colapinto
2024,gasly,44.356650448691724,1.9642993596206035,20.0,44.944296773115816,-0.011274808996795026,33,49.97672093410258,0.004470522492328044,0.4782608695652174,23.0,54.89227735882211,0.5652173913043478,23.0,Pierre Gasly
